ORDER ID,ORDER DATE,SHIP DATE,SHIP MODE,CUSTOMER NAME,SEGMENT,STATE,COUNTRY,MARKET,REGION,PRODUCT ID,CATEGORY,SUB CATEGROY,PRODUCT NAME,SALES,QUANTITY,DISCOUNT,PROFIT,SHIPPING COST,ORDER PRIORITY
IN-2014-32112,4/1/2014,7/1/2014,Second Class,Edward Hooks,Corporate,New South Wales,Australia,APAC,Oceania,OFF-BI-10002627,Office Supplies,Binders,"Avery Binder Covers, Economy",30,3,0.1,10.269,3.04,Medium
US-2014-114034,4/1/2014,9/1/2014,Standard Class,Delfina Latchford,Consumer,California,United States,US,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,39,6,0,18.6624,2.92,Medium
NI-2014-5040,4/1/2014,9/1/2014,Standard Class,Tonja Turnell,Home Office,Rivers,Nigeria,Africa,Africa,OFF-GRE-10000216,Office Supplies,Paper,"Green Bar Note Cards, Premium",19,2,0.7,-36.84,2.64,Medium
TU-2014-5890,4/1/2014,7/1/2014,Second Class,Craig Molinari,Corporate,Sanliurfa,Turkey,EMEA,EMEA,OFF-ELD-10001882,Office Supplies,Storage,"Eldon Box, Blue",8,2,0.6,-7.032,1.02,High
CA-2014-111738,4/1/2014,8/1/2014,Standard Class,Christopher Martinez,Consumer,California,United States,US,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9,3,0,3.1008,0.59,Medium
ES-2014-3085420,5/1/2014,10/1/2014,Second Class,Sanjit Jacobs,Home Office,Auvergne,France,EU,Central,OFF-SU-10003234,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip",276,7,0,135.03,27.51,Medium
MX-2014-121104,5/1/2014,12/1/2014,Standard Class,Doug Bickford,Consumer,Isla de la Juventud,Cuba,LATAM,Caribbean,OFF-EN-10003507,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled",151,12,0,10.32,9.73,Medium
IT-2014-2907373,6/1/2014,10/1/2014,Standard Class,James Lanier,Home Office,Ile-de-France,France,EU,Central,FUR-TA-10004680,Furniture,Tables,"Lesro Wood Table, Fully Assembled","1,829",6,0.35,-56.43,103.74,High
ES-2014-3088059,6/1/2014,9/1/2014,Second Class,Neil Französisch,Home Office,Bremen,Germany,EU,Central,TEC-MA-10000433,Technology,Machines,"Epson Inkjet, Durable",920,3,0,303.48,96.43,Medium
ES-2014-2769035,6/1/2014,10/1/2014,Standard Class,Rick Hansen,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-PH-10001708,Technology,Phones,"Cisco Audio Dock, with Caller ID",774,5,0.15,63.6975,79.79,High
IN-2014-71102,6/1/2014,10/1/2014,Standard Class,Rob Dowd,Consumer,Punjab,India,APAC,Central Asia,OFF-ST-10004837,Office Supplies,Storage,"Eldon File Cart, Single Width",512,4,0,30.6,58.79,High
ES-2014-2769035,6/1/2014,10/1/2014,Standard Class,Rick Hansen,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-PH-10004162,Technology,Phones,"Samsung Speaker Phone, Cordless",536,5,0.15,12.5325,51.67,High
IS-2014-6980,6/1/2014,10/1/2014,Standard Class,Maya Herman,Corporate,Tel Aviv,Israel,EMEA,EMEA,OFF-FIS-10003234,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",234,6,0,28.08,47.17,High
ES-2014-3088059,6/1/2014,9/1/2014,Second Class,Neil Französisch,Home Office,Bremen,Germany,EU,Central,TEC-MA-10002779,Technology,Machines,"Panasonic Receipt Printer, Red",354,3,0,173.52,45.14,Medium
ES-2014-2518452,6/1/2014,11/1/2014,Standard Class,Patrick Bzostek,Home Office,Ile-de-France,France,EU,Central,TEC-PH-10000309,Technology,Phones,"Motorola Audio Dock, with Caller ID",737,5,0.15,207.9225,44.21,Medium
IT-2014-2907373,6/1/2014,10/1/2014,Standard Class,James Lanier,Home Office,Ile-de-France,France,EU,Central,OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width",357,2,0.1,138.87,42.87,High
ES-2014-2769035,6/1/2014,10/1/2014,Standard Class,Rick Hansen,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,TEC-PH-10003713,Technology,Phones,"Cisco Audio Dock, Cordless",314,2,0.15,-7.416,34.82,High
IN-2014-13751,6/1/2014,11/1/2014,Standard Class,Stewart Carmichael,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,FUR-TA-10004757,Furniture,Tables,"Barricks Training Table, with Bottom Storage",821,6,0.57,-592.146,34.23,Medium
IN-2014-71102,6/1/2014,10/1/2014,Standard Class,Rob Dowd,Consumer,Punjab,India,APAC,Central Asia,OFF-PA-10004613,Office Supplies,Paper,"Green Bar Note Cards, Premium",149,5,0,16.35,29.55,High
IN-2014-13751,6/1/2014,11/1/2014,Standard Class,Stewart Carmichael,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,FUR-CH-10004863,Furniture,Chairs,"SAFCO Swivel Stool, Black",725,6,0.27,208.5138,26.27,Medium
ES-2014-2769035,6/1/2014,10/1/2014,Standard Class,Rick Hansen,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-BI-10001808,Office Supplies,Binders,"Cardinal Binding Machine, Clear",246,5,0,98.4,19.82,High
ES-2014-3575398,6/1/2014,9/1/2014,Second Class,Christine Sundaresam,Consumer,Bavaria,Germany,EU,Central,FUR-CH-10002085,Furniture,Chairs,"Novimex Steel Folding Chair, Red",148,2,0.1,54.234,18.46,Medium
IN-2014-13751,6/1/2014,11/1/2014,Standard Class,Stewart Carmichael,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-PH-10003062,Technology,Phones,"Apple Audio Dock, Full Size",419,3,0.17,90.8082,18.42,Medium
ES-2014-1012941,6/1/2014,11/1/2014,Standard Class,Adam Hart,Corporate,England,United Kingdom,EU,North,OFF-EN-10002728,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",287,6,0,65.88,16.13,Medium
ES-2014-2518452,6/1/2014,11/1/2014,Standard Class,Patrick Bzostek,Home Office,Ile-de-France,France,EU,Central,FUR-FU-10001691,Furniture,Furnishings,"Deflect-O Photo Frame, Black",156,3,0,34.2,12.92,Medium
MX-2014-164868,6/1/2014,9/1/2014,Second Class,Julie Creighton,Corporate,Sonora,Mexico,LATAM,North,OFF-ST-10001066,Office Supplies,Storage,"Tenex Box, Single Width",77,7,0,36.12,11.88,High
KE-2014-4330,6/1/2014,10/1/2014,Standard Class,Paul Lucas,Home Office,Nairobi,Kenya,Africa,Africa,OFF-AME-10004759,Office Supplies,Envelopes,"Ames Manila Envelope, with clear poly window",169,6,0,72.72,11.27,Medium
MX-2014-117324,6/1/2014,10/1/2014,Standard Class,Aaron Hawkins,Corporate,Huehuetenango,Guatemala,LATAM,Central,FUR-CH-10003883,Furniture,Chairs,"Office Star Swivel Stool, Set of Two",235,2,0,28.16,10.73,Medium
ES-2014-2998043,6/1/2014,10/1/2014,Standard Class,Brenda Bowman,Corporate,Aquitaine,France,EU,Central,OFF-LA-10002974,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible",46,5,0,19.95,7.64,High
IS-2014-6980,6/1/2014,10/1/2014,Standard Class,Maya Herman,Corporate,Tel Aviv,Israel,EMEA,EMEA,OFF-IBI-10000684,Office Supplies,Binders,"Ibico Binding Machine, Clear",51,1,0,23.4,7.17,High
ES-2014-1012941,6/1/2014,11/1/2014,Standard Class,Adam Hart,Corporate,England,United Kingdom,EU,North,OFF-PA-10002196,Office Supplies,Paper,"Green Bar Message Books, Recycled",71,3,0,25.56,7.04,Medium
ES-2014-1749985,6/1/2014,10/1/2014,Standard Class,Charles McCrossin,Consumer,Brittany,France,EU,Central,OFF-AR-10002805,Office Supplies,Art,"Boston Sketch Pad, Blue",97,2,0,41.76,5.49,Medium
MX-2014-166660,6/1/2014,6/1/2014,Same Day,Carl Weiss,Home Office,Guanajuato,Mexico,LATAM,North,OFF-SU-10004794,Office Supplies,Supplies,"Stiletto Shears, Steel",32,1,0,7.28,5.44,Medium
IR-2014-3120,6/1/2014,8/1/2014,First Class,Cari MacIntyre,Corporate,Mazandaran,Iran,EMEA,EMEA,OFF-CAR-10002031,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",30,1,0,13.92,5.42,High
ES-2014-2518452,6/1/2014,11/1/2014,Standard Class,Patrick Bzostek,Home Office,Ile-de-France,France,EU,Central,OFF-BI-10000341,Office Supplies,Binders,"Ibico Binding Machine, Recycled",259,5,0,46.5,5.34,Medium
NI-2014-6050,6/1/2014,10/1/2014,Standard Class,Stuart Calhoun,Consumer,Edo,Nigeria,Africa,Africa,FUR-DEF-10002774,Furniture,Furnishings,"Deflect-O Clock, Durable",57,4,0.7,-72.072,3.42,Medium
US-2014-156699,6/1/2014,8/1/2014,Second Class,Dave Kipp,Consumer,Panama,Panama,LATAM,Central,OFF-FA-10000300,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes",18,4,0.4,-3.072,2.99,Critical
ES-2014-1749985,6/1/2014,10/1/2014,Standard Class,Charles McCrossin,Consumer,Brittany,France,EU,Central,OFF-LA-10002353,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",33,3,0,7.2,2.39,Medium
ES-2014-1749985,6/1/2014,10/1/2014,Standard Class,Charles McCrossin,Consumer,Brittany,France,EU,Central,OFF-LA-10004058,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set",45,4,0,8.04,2.07,Medium
ES-2014-3088059,6/1/2014,9/1/2014,Second Class,Neil Französisch,Home Office,Bremen,Germany,EU,Central,OFF-LA-10002159,Office Supplies,Labels,"Hon Removable Labels, Adjustable",21,2,0,1.02,2.05,Medium
US-2014-115658,6/1/2014,12/1/2014,Standard Class,Anemone Ratner,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-BI-10003392,Office Supplies,Binders,"Acco Binder Covers, Durable",24,3,0.2,-2.088,1.48,Medium
IT-2014-2907373,6/1/2014,10/1/2014,Standard Class,James Lanier,Home Office,Ile-de-France,France,EU,Central,OFF-AR-10003466,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",17,1,0,6.06,1.24,High
KE-2014-4330,6/1/2014,10/1/2014,Standard Class,Paul Lucas,Home Office,Nairobi,Kenya,Africa,Africa,OFF-BIC-10001632,Office Supplies,Art,"BIC Pens, Easy-Erase",29,2,0,6.36,1.21,Medium
CG-2014-1560,6/1/2014,10/1/2014,Standard Class,Andy Reiter,Consumer,Kasai-Occidental,Democratic Republic of the Congo,Africa,Africa,OFF-IBI-10004855,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",7,1,0,2.25,1.18,High
NI-2014-6050,6/1/2014,10/1/2014,Standard Class,Stuart Calhoun,Consumer,Edo,Nigeria,Africa,Africa,OFF-ACC-10001285,Office Supplies,Binders,"Acco Index Tab, Clear",5,2,0.7,-9.312,0.32,Medium
ID-2014-72110,7/1/2014,11/1/2014,Standard Class,David Philippe,Consumer,New South Wales,Australia,APAC,Oceania,OFF-AP-10003963,Office Supplies,Appliances,"Breville Microwave, Silver","3,811",14,0.1,-42.504,96.85,Medium
ID-2014-72110,7/1/2014,11/1/2014,Standard Class,David Philippe,Consumer,New South Wales,Australia,APAC,Oceania,OFF-AP-10004295,Office Supplies,Appliances,"Cuisinart Refrigerator, Silver","1,789",4,0.1,99.348,88.52,Medium
RS-2014-9050,7/1/2014,9/1/2014,Second Class,Darrin Van Huff,Corporate,Kaliningrad,Russia,EMEA,EMEA,FUR-DEF-10003315,Furniture,Furnishings,"Deflect-O Clock, Erganomic",196,4,0,17.52,26.18,High
CA-2014-2000,7/1/2014,11/1/2014,Standard Class,David Bremer,Corporate,Quebec,Canada,Canada,Canada,FUR-IKE-10003262,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",170,1,0,10.2,13.44,Medium
ID-2014-65824,7/1/2014,11/1/2014,Standard Class,Alex Avila,Consumer,Western Visayas,Philippines,APAC,Southeast Asia,TEC-MA-10003170,Technology,Machines,"Konica Calculator, Wireless",116,3,0.25,35.6175,10.44,Medium
CA-2014-150931,7/1/2014,14-01-2014,Standard Class,Dennis Pardue,Home Office,Alabama,United States,US,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,34,7,0,15.5204,5.37,Low
ID-2014-65824,7/1/2014,11/1/2014,Standard Class,Alex Avila,Consumer,Western Visayas,Philippines,APAC,Southeast Asia,OFF-LA-10001312,Office Supplies,Labels,"Hon File Folder Labels, Laser Printer Compatible",24,5,0.45,-10.44,2.84,Medium
ES-2014-2478031,7/1/2014,11/1/2014,Standard Class,Neil Französisch,Home Office,England,United Kingdom,EU,North,OFF-LA-10004972,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set",19,2,0,0.72,2.65,High
ES-2014-2478031,7/1/2014,11/1/2014,Standard Class,Neil Französisch,Home Office,England,United Kingdom,EU,North,OFF-BI-10001544,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",16,4,0,1.68,1.81,High
RS-2014-9050,7/1/2014,9/1/2014,Second Class,Darrin Van Huff,Corporate,Kaliningrad,Russia,EMEA,EMEA,OFF-AVE-10003279,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",6,1,0,2.1,0.96,High
ES-2014-2478031,7/1/2014,11/1/2014,Standard Class,Neil Französisch,Home Office,England,United Kingdom,EU,North,OFF-BI-10003114,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",21,3,0,10.26,0.91,High
CA-2014-159366,8/1/2014,11/1/2014,First Class,Bart Watters,Corporate,Michigan,United States,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"3,060",2,0.1,679.996,471.22,Medium
MX-2014-124002,8/1/2014,13-01-2014,Standard Class,Valerie Takahito,Home Office,Federal District,Brazil,LATAM,South,TEC-PH-10000419,Technology,Phones,"Apple Smart Phone, Full Size","3,393",8,0,101.76,258.84,Medium
ID-2014-35269,8/1/2014,8/1/2014,Same Day,Jasper Cacioppo,Consumer,National Capital,Philippines,APAC,Southeast Asia,TEC-CO-10004170,Technology,Copiers,"HP Wireless Fax, High-Speed",699,3,0.35,-32.2605,140.77,Critical
ID-2014-35269,8/1/2014,8/1/2014,Same Day,Jasper Cacioppo,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-BO-10001216,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",770,7,0.35,59.22,87.47,Critical
ID-2014-44271,8/1/2014,13-01-2014,Standard Class,Brooke Gillingham,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-PH-10002991,Technology,Phones,"Apple Smart Phone, Full Size","1,056",2,0.17,-127.2714,79.87,Medium
ES-2014-4000207,8/1/2014,8/1/2014,Same Day,Roy Phan,Corporate,Berlin,Germany,EU,Central,OFF-AR-10000475,Office Supplies,Art,"Sanford Canvas, Blue",227,5,0.1,47.94,77.7,Critical
ES-2014-4387160,8/1/2014,15-01-2014,Standard Class,Evan Bailliet,Consumer,Lombardy,Italy,EU,South,FUR-BO-10001831,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",388,2,0,93.12,77.46,Low
ES-2014-5500680,8/1/2014,14-01-2014,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,Central,TEC-MA-10004323,Technology,Machines,"Panasonic Phone, White",495,7,0.15,-35.1225,53.45,Low
IN-2014-13807,8/1/2014,14-01-2014,Standard Class,Maureen Gastineau,Home Office,Dhaka,Bangladesh,APAC,Central Asia,FUR-CH-10004491,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",341,2,0,122.7,33.4,Low
ID-2014-44271,8/1/2014,13-01-2014,Standard Class,Brooke Gillingham,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,TEC-MA-10000697,Technology,Machines,"StarTech Card Printer, Wireless",407,3,0.17,29.385,30.19,Medium
US-2014-123862,8/1/2014,10/1/2014,Second Class,Jamie Frazer,Consumer,California,United States,US,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,154,11,0,44.5962,26.21,High
ES-2014-5500680,8/1/2014,14-01-2014,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,Central,FUR-FU-10000468,Furniture,Furnishings,"Advantus Frame, Durable",324,3,0,35.64,23.86,Low
ID-2014-35269,8/1/2014,8/1/2014,Same Day,Jasper Cacioppo,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-FU-10004704,Furniture,Furnishings,"Deflect-O Door Stop, Black",99,3,0.25,-0.0225,18.81,Critical
ID-2014-44271,8/1/2014,13-01-2014,Standard Class,Brooke Gillingham,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,FUR-CH-10000187,Furniture,Chairs,"Hon Chairmat, Red",203,5,0.27,-5.6655,17.79,Medium
IT-2014-5919161,8/1/2014,12/1/2014,Standard Class,Stewart Carmichael,Corporate,North Holland,Netherlands,EU,Central,OFF-ST-10004191,Office Supplies,Storage,"Tenex Lockers, Blue",306,3,0.5,-147.015,15.05,High
MO-2014-1810,8/1/2014,13-01-2014,Standard Class,Dorothy Wardle,Corporate,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa,TEC-CAN-10002363,Technology,Copiers,"Canon Fax Machine, Digital",318,1,0,73.14,14.51,Medium
ES-2014-5500680,8/1/2014,14-01-2014,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,Central,OFF-SU-10000906,Office Supplies,Supplies,"Fiskars Shears, High Speed",95,2,0,46.68,10.81,Low
MO-2014-3260,8/1/2014,13-01-2014,Standard Class,Arthur Wiediger,Home Office,Souss-Massa-Draâ,Morocco,Africa,Africa,OFF-IBI-10000684,Office Supplies,Binders,"Ibico Binding Machine, Clear",102,2,0,46.8,10.22,High
US-2014-123862,8/1/2014,10/1/2014,Second Class,Jamie Frazer,Consumer,California,United States,US,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61,3,0,0.6102,9.95,High
US-2014-123862,8/1/2014,10/1/2014,Second Class,Jamie Frazer,Consumer,California,United States,US,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110,7,0,31.9319,8.84,High
MX-2014-124002,8/1/2014,13-01-2014,Standard Class,Valerie Takahito,Home Office,Federal District,Brazil,LATAM,South,OFF-EN-10000315,Office Supplies,Envelopes,"Kraft Manila Envelope, Recycled",67,4,0,30.32,7.69,Medium
ID-2014-44271,8/1/2014,13-01-2014,Standard Class,Brooke Gillingham,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color",121,3,0.17,7.2234,7.56,Medium
MO-2014-3260,8/1/2014,13-01-2014,Standard Class,Arthur Wiediger,Home Office,Souss-Massa-Draâ,Morocco,Africa,Africa,OFF-BIN-10002061,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",93,2,0,24.06,7.55,High
ES-2014-4387160,8/1/2014,15-01-2014,Standard Class,Evan Bailliet,Consumer,Lombardy,Italy,EU,South,OFF-LA-10000134,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",31,3,0,11.16,7.03,Low
IT-2014-1428345,8/1/2014,13-01-2014,Standard Class,Erica Bern,Corporate,North Brabant,Netherlands,EU,Central,TEC-AC-10004709,Technology,Accessories,"Logitech Flash Drive, USB",61,4,0.5,-24.6,6.72,Medium
MX-2014-124002,8/1/2014,13-01-2014,Standard Class,Valerie Takahito,Home Office,Federal District,Brazil,LATAM,South,TEC-PH-10000693,Technology,Phones,"Apple Speaker Phone, with Caller ID",164,2,0,6.56,6.67,Medium
ES-2014-5500680,8/1/2014,14-01-2014,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,Central,OFF-BI-10000289,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",58,5,0,13.8,6.39,Low
IT-2014-1428345,8/1/2014,13-01-2014,Standard Class,Erica Bern,Corporate,North Brabant,Netherlands,EU,Central,FUR-FU-10000718,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",38,2,0.2,-6.24,3.29,Medium
IT-2014-1428345,8/1/2014,13-01-2014,Standard Class,Erica Bern,Corporate,North Brabant,Netherlands,EU,Central,OFF-AR-10001002,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",50,2,0.5,-16.98,2.53,Medium
IT-2014-1428345,8/1/2014,13-01-2014,Standard Class,Erica Bern,Corporate,North Brabant,Netherlands,EU,Central,OFF-EN-10003373,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",47,2,0.5,-19.62,1.88,Medium
RO-2014-5920,8/1/2014,12/1/2014,Standard Class,Sue Ann Reed,Consumer,Brasov,Romania,EMEA,EMEA,OFF-BIC-10003680,Office Supplies,Art,"BIC Highlighters, Blue",19,1,0,7.56,1.53,Medium
US-2014-123862,8/1/2014,10/1/2014,Second Class,Jamie Frazer,Consumer,California,United States,US,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,8,1,0,3.5505,1.29,High
MX-2014-124002,8/1/2014,13-01-2014,Standard Class,Valerie Takahito,Home Office,Federal District,Brazil,LATAM,South,OFF-FA-10000455,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",17,2,0,6.36,1.12,Medium
ES-2014-5500680,8/1/2014,14-01-2014,Standard Class,Ted Trevino,Consumer,Nord-Pas-de-Calais,France,EU,Central,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",22,1,0.1,0.48,0.99,Low
MO-2014-3260,8/1/2014,13-01-2014,Standard Class,Arthur Wiediger,Home Office,Souss-Massa-Draâ,Morocco,Africa,Africa,OFF-WIL-10001889,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Economy",5,1,0,2.25,0.49,High
US-2014-168690,8/1/2014,14-01-2014,Standard Class,Thais Sissman,Consumer,Florida,United States,US,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3,3,0.7,-1.9656,0.16,Medium
CA-2014-115154,9/1/2014,12/1/2014,First Class,Ricardo Sperren,Corporate,Washington,United States,US,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,893,2,0,80.3682,136.24,Medium
IT-2014-5733804,9/1/2014,9/1/2014,Same Day,Tiffany House,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10003223,Technology,Machines,"StarTech Inkjet, Durable","1,021",4,0.15,-48.108,74.18,High
IN-2014-28192,9/1/2014,12/1/2014,First Class,Julia West,Consumer,Rajasthan,India,APAC,Central Asia,TEC-CO-10003448,Technology,Copiers,"Canon Ink, Laser",294,2,0,135.36,49.84,High
ES-2014-3319612,9/1/2014,14-01-2014,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,North,TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser","1,843",7,0,36.75,45.09,Medium
MX-2014-167514,9/1/2014,12/1/2014,Second Class,Elpida Rittenbach,Corporate,Antioquia,Colombia,LATAM,South,TEC-PH-10002708,Technology,Phones,"Nokia Speaker Phone, with Caller ID",164,2,0,26.24,42.73,Critical
ID-2014-31125,9/1/2014,14-01-2014,Standard Class,Beth Thompson,Home Office,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black","1,033",3,0.25,-165.24,41.47,Medium
ES-2014-5514154,9/1/2014,14-01-2014,Standard Class,Harold Ryan,Corporate,Sardinia,Italy,EU,South,FUR-TA-10004005,Furniture,Tables,"Bevis Coffee Table, Rectangular",632,4,0.5,-113.7,38.8,Medium
MX-2014-118528,9/1/2014,10/1/2014,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,FUR-CH-10002088,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",180,4,0.2,8.944,34.01,Medium
MX-2014-118528,9/1/2014,10/1/2014,First Class,Gary Hwang,Consumer,Nuevo León,Mexico,LATAM,North,TEC-AC-10000763,Technology,Accessories,"SanDisk Memory Card, USB",225,3,0,78.78,32.73,Medium
ES-2014-3319612,9/1/2014,14-01-2014,Standard Class,Neil Ducich,Corporate,England,United Kingdom,EU,North,FUR-CH-10003249,Furniture,Chairs,"Novimex Chairmat, Adjustable",529,9,0,201.15,32.05,Medium
ES-2014-2286435,9/1/2014,9/1/2014,Same Day,Bruce Geld,Consumer,England,United Kingdom,EU,North,OFF-BI-10001723,Office Supplies,Binders,"Avery Binder, Clear",111,9,0,11.07,27.42,Critical
US-2014-115574,9/1/2014,9/1/2014,Same Day,Cynthia Arntzen,Consumer,Buenos Aires,Argentina,LATAM,South,TEC-AC-10000957,Technology,Accessories,"Logitech Memory Card, Bluetooth",124,3,0.4,-26.904,25.33,Critical
